fraction,model_size,k_shot,seed,proto_acc,proto_top3,proto_top5,proto_macro_f1,knn_acc,knn_macro_f1,lp_acc,lp_top3,lp_top5,lp_macro_f1,ft_acc,ft_top3,ft_top5,ft_macro_f1
100,large,1,42,23.38586680223691,35.12963904422979,40.79816980172852,0.22036632167076983,23.38586680223691,0.22036632167076983,22.8266395526182,35.612608032536855,40.696492119979666,0.21422454052910125,14.616166751398069,26.334519572953734,33.70615149974581,0.12588263978597336
100,large,1,123,23.33502796136248,34.290798169801725,40.086426029486525,0.2203652111215072,23.33502796136248,0.2203652111215072,23.46212506354855,33.93492628368073,40.16268429079817,0.22422564330992767,14.3111337061515,26.817488561260806,33.629893238434164,0.12303379748878882
100,large,1,456,23.53838332486019,33.756990340620234,40.721911540416876,0.21872225094113146,23.53838332486019,0.21872225094113146,23.487544483985765,34.16370106761566,40.87442806304016,0.21624641839625922,15.327910523640062,27.427554651753937,33.60447381799695,0.1291498300281732
100,large,1,789,23.665480427046262,35.078800203355364,40.79816980172852,0.22644284735685283,23.665480427046262,0.22644284735685283,23.182511438739198,35.89222165734621,40.696492119979666,0.22286833472096193,15.149974580579562,28.800203355363497,35.307574987290295,0.130290171398614
100,large,1,999,23.28418912048805,36.27351296390442,42.34875444839858,0.22757633457422982,23.28418912048805,0.22757633457422982,23.182511438739198,35.6888662938485,42.018301982714796,0.22800353316709554,15.251652262328419,27.935943060498218,34.57041179461108,0.13515642024936897
100,large,3,42,33.214709371293,47.86476868327402,54.7153024911032,0.31083808824691467,39.32384341637011,0.37917821895590065,29.329774614472125,43.68327402135231,52.995255041518384,0.2595006914203897,25.830367734282323,42.11150652431791,50.71174377224199,0.22279234039636128
100,large,3,123,34.667852906287074,48.517200474495844,54.35943060498221,0.3198141996616272,39.47212336892052,0.37915333394723394,31.079478054567023,44.95848161328588,52.164887307236064,0.27124700117564293,24.49584816132859,42.141162514828,50.68208778173191,0.21721072185189938
100,large,3,456,34.430604982206404,47.835112692763936,54.59667852906287,0.31775804734789354,38.641755634638194,0.37421953970295824,30.693950177935942,45.13641755634638,52.84697508896797,0.26465182329428477,25.029655990510086,42.170818505338076,51.36417556346382,0.21524386227601083
100,large,3,789,34.99406880189798,47.74614472123369,54.38908659549229,0.324751189748071,39.70937129300119,0.38333043262983385,30.57532621589561,45.996441281138786,53.35112692763938,0.2693031438752226,25.771055753262157,42.170818505338076,50.5338078291815,0.22340868444841214
100,large,3,999,34.786476868327405,47.95373665480427,53.91459074733096,0.3215614560318608,39.14590747330961,0.37607982489742564,30.604982206405694,45.195729537366546,52.313167259786475,0.2677010440705374,25.444839857651246,43.357058125741396,51.72004744958482,0.23024104680700888
100,large,5,42,38.754448398576514,53.985765124555165,60.74733096085409,0.35278998334008127,48.18505338078292,0.46500095571923056,34.519572953736656,51.281138790035584,58.75444839857651,0.296651788167516,30.2491103202847,49.6085409252669,58.54092526690391,0.266681363605734
100,large,5,123,38.79003558718861,54.021352313167256,60.4982206405694,0.35798563193692906,48.82562277580072,0.47435389084767066,34.661921708185055,51.35231316725979,58.612099644128115,0.29981388645636514,32.77580071174378,50.92526690391459,60.2846975088968,0.2879560056362292
100,large,5,456,36.69039145907473,53.167259786476876,61.032028469750884,0.33800688305602594,47.75800711743772,0.46702919368621026,33.879003558718864,50.99644128113879,59.003558718861214,0.2911264720804064,32.31316725978648,51.209964412811395,59.50177935943061,0.28980681846772255
100,large,5,789,37.75800711743772,52.66903914590747,60.2846975088968,0.3449701636197719,48.18505338078292,0.4637473611181537,34.946619217081846,49.395017793594306,58.647686832740206,0.29657658033064593,30.92526690391459,49.35943060498221,58.79003558718862,0.2668677191393455
100,large,5,999,37.544483985765126,52.59786476868328,59.9644128113879,0.3475626471332683,47.93594306049822,0.4617976376963447,34.555160142348754,51.35231316725979,58.82562277580071,0.29913585332127846,32.704626334519574,50.92526690391459,59.8220640569395,0.2970656419663673
100,large,10,42,43.98576512455516,58.79003558718862,65.97864768683273,0.40055246146141454,64.05693950177937,0.6164536943530035,42.84697508896797,59.35943060498221,66.12099644128115,0.36808763661120136,40.92526690391459,60.213523131672595,68.11387900355872,0.3711994923857528
100,large,10,123,44.48398576512456,59.7864768683274,67.54448398576513,0.4030873568904925,62.49110320284698,0.6058886546431032,43.41637010676156,60.213523131672595,67.11743772241992,0.37191683196440445,40.0,59.003558718861214,67.18861209964413,0.36453705758185556
100,large,10,456,43.843416370106766,60.6405693950178,68.11387900355872,0.4010376592461253,63.55871886120996,0.6104895447631474,42.77580071174377,61.63701067615658,69.4661921708185,0.3663194220330843,39.644128113879,59.572953736654796,67.33096085409252,0.35580726656715767
100,large,10,789,43.77224199288256,58.362989323843415,66.83274021352314,0.3993349035117037,62.77580071174377,0.6033372472359173,43.843416370106766,59.07473309608541,66.83274021352314,0.3752175478900577,40.1423487544484,59.288256227758005,67.54448398576513,0.36690390559972785
100,large,10,999,41.494661921708186,57.22419928825623,64.98220640569396,0.38224961707044997,62.419928825622776,0.6084583019845737,41.281138790035584,57.793594306049826,66.40569395017793,0.35632489596559663,40.78291814946619,60.213523131672595,68.61209964412811,0.3671839769938779
