tag,res,feat,clf,k_shot,acc_mean,acc_std,f1_mean,f1_std
vitl16-official,448,cls,knn,10,72.51245551601424,0.47318918544041894,0.7099616006304303,0.005096832226944837
vitl16-official,448,cls,lp,10,52.996441281138786,0.7338212907491504,0.4808876992818922,0.007239786083952793
vitl16-official,448,cls,labelprop,10,29.850533807829173,0.6984524085606887,0.24056771267921634,0.005634702718731864
vitl16-official,448,cls,ptmap,10,59.587188612099645,0.4311781133341206,0.5688979177144509,0.0046892897914594675
vitl16-official,448_fliptta,cls,proto,1,30.98118962887646,0.4008699824444212,0.3001571674741632,0.005160358535038396
vitl16-official,448_fliptta,cls,knn,1,30.98118962887646,0.4008699824444212,0.3001571674741632,0.005160358535038396
vitl16-official,448_fliptta,cls,lp,1,31.337061514997465,0.8969850410765349,0.29926415769658316,0.007936614079162786
vitl16-official,448_fliptta,cls,labelprop,1,22.55210981189629,0.3976331916270769,0.1969833896018034,0.008818594355258558
vitl16-official,448_fliptta,cls,ptmap,1,33.91459074733096,0.8505825788992561,0.3304137277985354,0.007824156605773066
vitl16-official,448_fliptta,cls,proto,3,48.20877817319098,0.8667974743782384,0.4691920224114831,0.007991813254437386
vitl16-official,448_fliptta,cls,knn,3,49.15776986951364,0.9574339052580663,0.48095589120927984,0.011072512504312553
vitl16-official,448_fliptta,cls,lp,3,42.23013048635824,0.7758882237218923,0.39171777263919166,0.00729319817155597
vitl16-official,448_fliptta,cls,labelprop,3,26.998813760379598,0.6427897461988754,0.22543039506323645,0.00755531597759329
vitl16-official,448_fliptta,cls,ptmap,3,49.62633451957296,0.7533438836304805,0.4794228321628717,0.007788018926992938
vitl16-official,448_fliptta,cls,proto,5,53.70106761565836,0.8323142749840962,0.5228979379108736,0.0072792450277515755
vitl16-official,448_fliptta,cls,knn,5,59.02491103202848,0.5680589306543744,0.5795121845541338,0.006713177117799901
vitl16-official,448_fliptta,cls,lp,5,47.41637010676156,0.5197435492372148,0.4365539895746271,0.0055887248513715885
vitl16-official,448_fliptta,cls,labelprop,5,29.13167259786477,0.6912530852568064,0.24204970949212398,0.00831209693390459
vitl16-official,448_fliptta,cls,ptmap,5,54.74021352313167,0.7402648490281024,0.525809013708006,0.006153091225190582
vitl16-official,448_fliptta,cls,proto,10,59.088967971530245,0.7851795228766769,0.5755196703823754,0.00836338394980862
vitl16-official,448_fliptta,cls,knn,10,72.34163701067617,0.8667508001919356,0.7076980225598606,0.008516463000155664
vitl16-official,448_fliptta,cls,lp,10,53.38078291814948,1.0190619973862194,0.48406446127570285,0.01221833039988869
vitl16-official,448_fliptta,cls,labelprop,10,29.9644128113879,0.8658736697933429,0.2421592058576806,0.01100064109301096
vitl16-official,448_fliptta,cls,ptmap,10,60.08540925266904,0.545309076423571,0.5737467967372775,0.006533988934617728
