tag,res,feat,clf,k_shot,seed,acc,macro_f1
vitb16-tapt-gram,224_fliptta,cls,lp,10,789,53.59430604982206,0.49065918152082116
vitb16-tapt-gram,224_fliptta,cls,lp,10,999,51.45907473309609,0.46298756491180715
vitb16-tapt-gram,224_fliptta,cls,labelprop,10,42,22.704626334519574,0.15748292682855608
vitb16-tapt-gram,224_fliptta,cls,labelprop,10,123,21.494661921708186,0.15132968959675094
vitb16-tapt-gram,224_fliptta,cls,labelprop,10,456,22.135231316725978,0.15745124982138065
vitb16-tapt-gram,224_fliptta,cls,labelprop,10,789,21.637010676156585,0.1537184700044677
vitb16-tapt-gram,224_fliptta,cls,labelprop,10,999,21.99288256227758,0.1499899714317461
vitb16-tapt-gram,224_fliptta,cls,ptmap,10,42,57.29537366548043,0.5651736361700774
vitb16-tapt-gram,224_fliptta,cls,ptmap,10,123,57.36654804270462,0.5671627305079262
vitb16-tapt-gram,224_fliptta,cls,ptmap,10,456,57.93594306049822,0.5700746268361927
vitb16-tapt-gram,224_fliptta,cls,ptmap,10,789,57.793594306049826,0.5713479482162755
vitb16-tapt-gram,224_fliptta,cls,ptmap,10,999,55.80071174377225,0.5493843641530474
vitb16-tapt-gram,448,cls,proto,1,42,26.53787493645145,0.253220509485006
vitb16-tapt-gram,448,cls,proto,1,123,24.885612608032538,0.2409057165524369
vitb16-tapt-gram,448,cls,proto,1,456,24.682257244534824,0.2384663627475221
vitb16-tapt-gram,448,cls,proto,1,789,25.368581596339602,0.2478118814332951
vitb16-tapt-gram,448,cls,proto,1,999,26.207422470767668,0.25758791396346603
vitb16-tapt-gram,448,cls,knn,1,42,26.53787493645145,0.253220509485006
vitb16-tapt-gram,448,cls,knn,1,123,24.885612608032538,0.2409057165524369
vitb16-tapt-gram,448,cls,knn,1,456,24.682257244534824,0.2384663627475221
vitb16-tapt-gram,448,cls,knn,1,789,25.368581596339602,0.2478118814332951
vitb16-tapt-gram,448,cls,knn,1,999,26.207422470767668,0.25758791396346603
vitb16-tapt-gram,448,cls,lp,1,42,25.953228266395527,0.24535707003387086
vitb16-tapt-gram,448,cls,lp,1,123,25.521098118962886,0.24200437472241768
vitb16-tapt-gram,448,cls,lp,1,456,25.088967971530252,0.24197753905655736
vitb16-tapt-gram,448,cls,lp,1,789,26.53787493645145,0.2533673021649534
vitb16-tapt-gram,448,cls,lp,1,999,25.800711743772244,0.24874376655439795
vitb16-tapt-gram,448,cls,labelprop,1,42,20.081342145399084,0.17398709459346287
vitb16-tapt-gram,448,cls,labelprop,1,123,19.97966446365023,0.17181396340178443
vitb16-tapt-gram,448,cls,labelprop,1,456,17.28520589730554,0.14957023088898283
vitb16-tapt-gram,448,cls,labelprop,1,789,20.38637519064565,0.177255953425658
vitb16-tapt-gram,448,cls,labelprop,1,999,18.073207930859176,0.1531124391282357
vitb16-tapt-gram,448,cls,ptmap,1,42,26.385358413828165,0.2589255132935782
vitb16-tapt-gram,448,cls,ptmap,1,123,26.131164209456024,0.2597911981695275
vitb16-tapt-gram,448,cls,ptmap,1,456,26.029486527707167,0.2576349595876778
vitb16-tapt-gram,448,cls,ptmap,1,789,25.92780884595831,0.25795593894052116
vitb16-tapt-gram,448,cls,ptmap,1,999,26.842907981698016,0.26575343811596136
vitb16-tapt-gram,448,cls,proto,3,42,38.612099644128115,0.3693044239326002
vitb16-tapt-gram,448,cls,proto,3,123,38.93831553973903,0.37441063114255485
vitb16-tapt-gram,448,cls,proto,3,456,37.51482799525504,0.35841202903034186
vitb16-tapt-gram,448,cls,proto,3,789,39.8576512455516,0.3777757204929904
vitb16-tapt-gram,448,cls,proto,3,999,38.967971530249116,0.36858833591523793
vitb16-tapt-gram,448,cls,knn,3,42,42.408066429418746,0.41491656979121866
vitb16-tapt-gram,448,cls,knn,3,123,42.852906287069985,0.4165311110537682
vitb16-tapt-gram,448,cls,knn,3,456,41.04389086595492,0.39670934262282875
vitb16-tapt-gram,448,cls,knn,3,789,42.64531435349941,0.4153639427038029
vitb16-tapt-gram,448,cls,knn,3,999,42.408066429418746,0.41054537095294125
vitb16-tapt-gram,448,cls,lp,3,42,34.63819691577699,0.31729514630512107
vitb16-tapt-gram,448,cls,lp,3,123,34.63819691577699,0.31743768580229853
vitb16-tapt-gram,448,cls,lp,3,456,35.82443653618031,0.3278349524751202
vitb16-tapt-gram,448,cls,lp,3,789,35.02372479240807,0.31938590889841434
vitb16-tapt-gram,448,cls,lp,3,999,35.735468564650056,0.326430535556747
vitb16-tapt-gram,448,cls,labelprop,3,42,20.818505338078293,0.16892973562613953
vitb16-tapt-gram,448,cls,labelprop,3,123,19.42467378410439,0.1521178523578351
vitb16-tapt-gram,448,cls,labelprop,3,456,18.979833926453143,0.14919426786586884
vitb16-tapt-gram,448,cls,labelprop,3,789,21.085409252669038,0.17481647307941192
vitb16-tapt-gram,448,cls,labelprop,3,999,20.13641755634638,0.15652045552873622
vitb16-tapt-gram,448,cls,ptmap,3,42,42.052194543297745,0.415926267097366
vitb16-tapt-gram,448,cls,ptmap,3,123,40.95492289442467,0.40375626323442776
vitb16-tapt-gram,448,cls,ptmap,3,456,40.15421115065243,0.3938932812237613
vitb16-tapt-gram,448,cls,ptmap,3,789,40.77698695136417,0.40438588472581527
vitb16-tapt-gram,448,cls,ptmap,3,999,40.71767497034401,0.3995823355368261
vitb16-tapt-gram,448,cls,proto,5,42,44.69750889679715,0.42507170554223267
vitb16-tapt-gram,448,cls,proto,5,123,45.195729537366546,0.4286253570205238
vitb16-tapt-gram,448,cls,proto,5,456,43.02491103202847,0.41032545414761984
vitb16-tapt-gram,448,cls,proto,5,789,44.056939501779354,0.42000487296737415
vitb16-tapt-gram,448,cls,proto,5,999,43.87900355871886,0.41297925672767855
vitb16-tapt-gram,448,cls,knn,5,42,51.95729537366548,0.505994568229632
vitb16-tapt-gram,448,cls,knn,5,123,52.206405693950174,0.5093312030213286
vitb16-tapt-gram,448,cls,knn,5,456,51.31672597864768,0.5003691806025307
vitb16-tapt-gram,448,cls,knn,5,789,52.77580071174377,0.509391829632944
vitb16-tapt-gram,448,cls,knn,5,999,51.56583629893239,0.4980140355901889
vitb16-tapt-gram,448,cls,lp,5,42,40.0,0.3587149038074728
vitb16-tapt-gram,448,cls,lp,5,123,40.604982206405694,0.3624299652070111
vitb16-tapt-gram,448,cls,lp,5,456,39.430604982206404,0.35402288731223835
vitb16-tapt-gram,448,cls,lp,5,789,40.5338078291815,0.36344765180086286
vitb16-tapt-gram,448,cls,lp,5,999,39.7153024911032,0.35741494683343217
vitb16-tapt-gram,448,cls,labelprop,5,42,20.355871886120998,0.15872103034444565
vitb16-tapt-gram,448,cls,labelprop,5,123,19.9288256227758,0.1526915755683616
vitb16-tapt-gram,448,cls,labelprop,5,456,20.498220640569397,0.15767170608249723
vitb16-tapt-gram,448,cls,labelprop,5,789,20.640569395017792,0.1597972608267047
vitb16-tapt-gram,448,cls,labelprop,5,999,21.03202846975089,0.159263032857874
vitb16-tapt-gram,448,cls,ptmap,5,42,47.22419928825623,0.46403208670530777
vitb16-tapt-gram,448,cls,ptmap,5,123,47.50889679715303,0.4661391490558148
vitb16-tapt-gram,448,cls,ptmap,5,456,45.587188612099645,0.45046392840194704
vitb16-tapt-gram,448,cls,ptmap,5,789,47.65124555160142,0.468409681643913
vitb16-tapt-gram,448,cls,ptmap,5,999,45.729537366548044,0.44644723131814545
vitb16-tapt-gram,448,cls,proto,10,42,51.03202846975089,0.4724320228027686
vitb16-tapt-gram,448,cls,proto,10,123,50.81850533807829,0.4799355406323554
vitb16-tapt-gram,448,cls,proto,10,456,50.39145907473309,0.47904955231922164
vitb16-tapt-gram,448,cls,proto,10,789,48.96797153024911,0.45892989093302
vitb16-tapt-gram,448,cls,proto,10,999,48.113879003558715,0.4473024470624766
vitb16-tapt-gram,448,cls,knn,10,42,67.04626334519574,0.6524609580868739
vitb16-tapt-gram,448,cls,knn,10,123,67.61565836298932,0.6583253737168328
vitb16-tapt-gram,448,cls,knn,10,456,67.04626334519574,0.6491334700932775
vitb16-tapt-gram,448,cls,knn,10,789,66.61921708185054,0.6519130533365408
vitb16-tapt-gram,448,cls,knn,10,999,66.19217081850533,0.6488782470988876
vitb16-tapt-gram,448,cls,lp,10,42,48.612099644128115,0.4211412949400896
vitb16-tapt-gram,448,cls,lp,10,123,48.89679715302491,0.43016966465992096
vitb16-tapt-gram,448,cls,lp,10,456,49.8220640569395,0.4470635783302217
vitb16-tapt-gram,448,cls,lp,10,789,48.04270462633452,0.4273258260640233
vitb16-tapt-gram,448,cls,lp,10,999,47.40213523131673,0.413107146848786
vitb16-tapt-gram,448,cls,labelprop,10,42,21.70818505338078,0.16149884183557278
vitb16-tapt-gram,448,cls,labelprop,10,123,20.78291814946619,0.15629033433087564
vitb16-tapt-gram,448,cls,labelprop,10,456,20.569395017793592,0.14888790622637907
vitb16-tapt-gram,448,cls,labelprop,10,789,21.352313167259787,0.15657921495271324
vitb16-tapt-gram,448,cls,labelprop,10,999,21.85053380782918,0.1556862551006686
vitb16-tapt-gram,448,cls,ptmap,10,42,54.51957295373665,0.5273248795490788
vitb16-tapt-gram,448,cls,ptmap,10,123,53.096085409252666,0.5182713490542671
vitb16-tapt-gram,448,cls,ptmap,10,456,53.30960854092527,0.5191978955847493
vitb16-tapt-gram,448,cls,ptmap,10,789,53.30960854092527,0.521011243425939
vitb16-tapt-gram,448,cls,ptmap,10,999,52.313167259786475,0.5040457565368598
vitb16-tapt-gram,448_fliptta,cls,proto,1,42,27.859684799186578,0.2653866580944475
vitb16-tapt-gram,448_fliptta,cls,proto,1,123,27.452974072191154,0.26522905363080457
vitb16-tapt-gram,448_fliptta,cls,proto,1,456,28.240976105744792,0.27379056186660994
vitb16-tapt-gram,448_fliptta,cls,proto,1,789,27.83426537874936,0.2714648013135545
vitb16-tapt-gram,448_fliptta,cls,proto,1,999,27.351296390442297,0.2660610904307671
vitb16-tapt-gram,448_fliptta,cls,knn,1,42,27.859684799186578,0.2653866580944475
vitb16-tapt-gram,448_fliptta,cls,knn,1,123,27.452974072191154,0.26522905363080457
vitb16-tapt-gram,448_fliptta,cls,knn,1,456,28.240976105744792,0.27379056186660994
vitb16-tapt-gram,448_fliptta,cls,knn,1,789,27.83426537874936,0.2714648013135545
vitb16-tapt-gram,448_fliptta,cls,knn,1,999,27.351296390442297,0.2660610904307671
vitb16-tapt-gram,448_fliptta,cls,lp,1,42,27.554651753940014,0.2596225622029633
vitb16-tapt-gram,448_fliptta,cls,lp,1,123,28.06304016268429,0.2692003154899189
vitb16-tapt-gram,448_fliptta,cls,lp,1,456,27.580071174377224,0.26679608018348916
vitb16-tapt-gram,448_fliptta,cls,lp,1,789,28.800203355363497,0.2752821085593546
vitb16-tapt-gram,448_fliptta,cls,lp,1,999,27.071682765632943,0.2617591187951578
vitb16-tapt-gram,448_fliptta,cls,labelprop,1,42,19.9288256227758,0.16491083863711742
vitb16-tapt-gram,448_fliptta,cls,labelprop,1,123,21.581087951194714,0.1768316003013301
vitb16-tapt-gram,448_fliptta,cls,labelprop,1,456,20.23385866802237,0.16669892897861815
vitb16-tapt-gram,448_fliptta,cls,labelprop,1,789,19.29334011184545,0.15660722593233217
vitb16-tapt-gram,448_fliptta,cls,labelprop,1,999,18.988307066598882,0.15349227387963324
vitb16-tapt-gram,448_fliptta,cls,ptmap,1,42,27.961362480935435,0.2743103046880385
vitb16-tapt-gram,448_fliptta,cls,ptmap,1,123,28.596847991865786,0.28352264370462726
vitb16-tapt-gram,448_fliptta,cls,ptmap,1,456,28.749364514489066,0.28514682633263544
vitb16-tapt-gram,448_fliptta,cls,ptmap,1,789,28.825622775800714,0.28516996662202565
vitb16-tapt-gram,448_fliptta,cls,ptmap,1,999,28.088459583121505,0.277635249948412
vitb16-tapt-gram,448_fliptta,cls,proto,3,42,39.23487544483986,0.374166632679326
vitb16-tapt-gram,448_fliptta,cls,proto,3,123,39.73902728351127,0.37947490370349024
vitb16-tapt-gram,448_fliptta,cls,proto,3,456,40.0355871886121,0.38268546434255896
vitb16-tapt-gram,448_fliptta,cls,proto,3,789,40.213523131672595,0.3824463170857328
vitb16-tapt-gram,448_fliptta,cls,proto,3,999,40.15421115065243,0.3788719242337513
vitb16-tapt-gram,448_fliptta,cls,knn,3,42,45.69988137603796,0.4492931502113507
vitb16-tapt-gram,448_fliptta,cls,knn,3,123,45.96678529062871,0.44923693245167473
vitb16-tapt-gram,448_fliptta,cls,knn,3,456,44.246737841043895,0.43147423105518534
vitb16-tapt-gram,448_fliptta,cls,knn,3,789,46.11506524317912,0.450281196913105
vitb16-tapt-gram,448_fliptta,cls,knn,3,999,45.1067615658363,0.4380828526976481
vitb16-tapt-gram,448_fliptta,cls,lp,3,42,34.57888493475682,0.3124707256552085
vitb16-tapt-gram,448_fliptta,cls,lp,3,123,34.430604982206404,0.3097725560171183
vitb16-tapt-gram,448_fliptta,cls,lp,3,456,36.032028469750884,0.3280417426506885
vitb16-tapt-gram,448_fliptta,cls,lp,3,789,35.37959667852906,0.31761382915030845
vitb16-tapt-gram,448_fliptta,cls,lp,3,999,36.29893238434164,0.3288004009163595
vitb16-tapt-gram,448_fliptta,cls,labelprop,3,42,21.322657176749704,0.15964725189891715
vitb16-tapt-gram,448_fliptta,cls,labelprop,3,123,19.483985765124558,0.1429109253036502
vitb16-tapt-gram,448_fliptta,cls,labelprop,3,456,19.276393831553975,0.13978247474694577
vitb16-tapt-gram,448_fliptta,cls,labelprop,3,789,20.373665480427047,0.14981867214007152
vitb16-tapt-gram,448_fliptta,cls,labelprop,3,999,21.055753262158955,0.15450773340081714
vitb16-tapt-gram,448_fliptta,cls,ptmap,3,42,42.73428232502965,0.42554875480878895
vitb16-tapt-gram,448_fliptta,cls,ptmap,3,123,42.52669039145908,0.41818042822120083
vitb16-tapt-gram,448_fliptta,cls,ptmap,3,456,42.170818505338076,0.414900245549882
vitb16-tapt-gram,448_fliptta,cls,ptmap,3,789,43.14946619217082,0.42461300565416055
vitb16-tapt-gram,448_fliptta,cls,ptmap,3,999,41.99288256227758,0.41140141475655856
vitb16-tapt-gram,448_fliptta,cls,proto,5,42,44.519572953736656,0.4232321460303397
vitb16-tapt-gram,448_fliptta,cls,proto,5,123,44.44839857651245,0.41805596741072376
vitb16-tapt-gram,448_fliptta,cls,proto,5,456,44.412811387900355,0.42613600310210903
vitb16-tapt-gram,448_fliptta,cls,proto,5,789,44.163701067615655,0.4188891302035004
vitb16-tapt-gram,448_fliptta,cls,proto,5,999,44.02135231316726,0.41480253232478503
vitb16-tapt-gram,448_fliptta,cls,knn,5,42,56.29893238434164,0.5528506545503041
vitb16-tapt-gram,448_fliptta,cls,knn,5,123,55.017793594306056,0.5401890943299825
vitb16-tapt-gram,448_fliptta,cls,knn,5,456,54.62633451957295,0.5369605237147249
vitb16-tapt-gram,448_fliptta,cls,knn,5,789,55.97864768683274,0.5431025219566609
vitb16-tapt-gram,448_fliptta,cls,knn,5,999,53.380782918149464,0.5209544950984799
vitb16-tapt-gram,448_fliptta,cls,lp,5,42,40.64056939501779,0.3590268400657093
vitb16-tapt-gram,448_fliptta,cls,lp,5,123,39.9288256227758,0.34940474416154327
vitb16-tapt-gram,448_fliptta,cls,lp,5,456,40.0,0.35531579826375026
vitb16-tapt-gram,448_fliptta,cls,lp,5,789,41.81494661921708,0.3735344772266708
vitb16-tapt-gram,448_fliptta,cls,lp,5,999,40.1779359430605,0.356515862469137
vitb16-tapt-gram,448_fliptta,cls,labelprop,5,42,20.747330960854093,0.1506872303862881
vitb16-tapt-gram,448_fliptta,cls,labelprop,5,123,21.494661921708186,0.16107221683694592
vitb16-tapt-gram,448_fliptta,cls,labelprop,5,456,21.637010676156585,0.15517072599213333
vitb16-tapt-gram,448_fliptta,cls,labelprop,5,789,20.569395017793592,0.14766709679200032
vitb16-tapt-gram,448_fliptta,cls,labelprop,5,999,21.352313167259787,0.15388564207078975
vitb16-tapt-gram,448_fliptta,cls,ptmap,5,42,48.25622775800712,0.47516877813405456
vitb16-tapt-gram,448_fliptta,cls,ptmap,5,123,48.718861209964416,0.47758014550123135
vitb16-tapt-gram,448_fliptta,cls,ptmap,5,456,46.97508896797153,0.46156550983056477
vitb16-tapt-gram,448_fliptta,cls,ptmap,5,789,47.75800711743772,0.46881651216054143
vitb16-tapt-gram,448_fliptta,cls,ptmap,5,999,47.11743772241993,0.4599289230215139
vitb16-tapt-gram,448_fliptta,cls,proto,10,42,50.462633451957295,0.4673940304731486
vitb16-tapt-gram,448_fliptta,cls,proto,10,123,51.03202846975089,0.48030187349899117
vitb16-tapt-gram,448_fliptta,cls,proto,10,456,49.8932384341637,0.47082730254604377
vitb16-tapt-gram,448_fliptta,cls,proto,10,789,49.18149466192171,0.4622341229525779
vitb16-tapt-gram,448_fliptta,cls,proto,10,999,49.679715302491104,0.471531049947353
vitb16-tapt-gram,448_fliptta,cls,knn,10,42,69.6797153024911,0.681430248977873
vitb16-tapt-gram,448_fliptta,cls,knn,10,123,68.11387900355872,0.6624247638482513
vitb16-tapt-gram,448_fliptta,cls,knn,10,456,69.6797153024911,0.6762545667297604
vitb16-tapt-gram,448_fliptta,cls,knn,10,789,70.1779359430605,0.6901486808960118
vitb16-tapt-gram,448_fliptta,cls,knn,10,999,69.25266903914591,0.6793352247036568
vitb16-tapt-gram,448_fliptta,cls,lp,10,42,49.6085409252669,0.44074348742962505
vitb16-tapt-gram,448_fliptta,cls,lp,10,123,48.469750889679716,0.431398205202377
vitb16-tapt-gram,448_fliptta,cls,lp,10,456,50.320284697508896,0.446955406636389
vitb16-tapt-gram,448_fliptta,cls,lp,10,789,48.04270462633452,0.4312770106793819
vitb16-tapt-gram,448_fliptta,cls,lp,10,999,48.612099644128115,0.4252028508733214
vitb16-tapt-gram,448_fliptta,cls,labelprop,10,42,22.419928825622776,0.15416761985604754
vitb16-tapt-gram,448_fliptta,cls,labelprop,10,123,20.99644128113879,0.14493540152861778
vitb16-tapt-gram,448_fliptta,cls,labelprop,10,456,21.70818505338078,0.15264871119609283
vitb16-tapt-gram,448_fliptta,cls,labelprop,10,789,20.71174377224199,0.14061641847244388
vitb16-tapt-gram,448_fliptta,cls,labelprop,10,999,22.206405693950177,0.15058685362211247
vitb16-tapt-gram,448_fliptta,cls,ptmap,10,42,54.37722419928826,0.532915552221602
vitb16-tapt-gram,448_fliptta,cls,ptmap,10,123,54.661921708185055,0.5312309181526262
vitb16-tapt-gram,448_fliptta,cls,ptmap,10,456,55.088967971530245,0.5402358811611481
vitb16-tapt-gram,448_fliptta,cls,ptmap,10,789,52.52669039145908,0.5116474273057903
vitb16-tapt-gram,448_fliptta,cls,ptmap,10,999,52.88256227758007,0.510807934651351
vitb16-tapt-nogram,224,cls,proto,1,42,24.758515505846468,0.23601485793125584
vitb16-tapt-nogram,224,cls,proto,1,123,24.2755465175394,0.2313210994146362
vitb16-tapt-nogram,224,cls,proto,1,456,23.792577529232332,0.22712557272239417
vitb16-tapt-nogram,224,cls,proto,1,789,25.34316217590239,0.24113817554912315
vitb16-tapt-nogram,224,cls,proto,1,999,24.580579562785967,0.2388570234108577
vitb16-tapt-nogram,224,cls,knn,1,42,24.758515505846468,0.23601485793125584
vitb16-tapt-nogram,224,cls,knn,1,123,24.2755465175394,0.2313210994146362
vitb16-tapt-nogram,224,cls,knn,1,456,23.792577529232332,0.22712557272239417
vitb16-tapt-nogram,224,cls,knn,1,789,25.34316217590239,0.24113817554912315
vitb16-tapt-nogram,224,cls,knn,1,999,24.580579562785967,0.2388570234108577
vitb16-tapt-nogram,224,cls,lp,1,42,24.504321301474327,0.2337191776505462
vitb16-tapt-nogram,224,cls,lp,1,123,24.504321301474327,0.2337395960143491
vitb16-tapt-nogram,224,cls,lp,1,456,23.81799694966955,0.2269413821863908
vitb16-tapt-nogram,224,cls,lp,1,789,25.31774275546518,0.23940664022904137
vitb16-tapt-nogram,224,cls,lp,1,999,25.038129130655822,0.2428468910358192
vitb16-tapt-nogram,224,cls,labelprop,1,42,19.750889679715304,0.17163279097394812
vitb16-tapt-nogram,224,cls,labelprop,1,123,18.327402135231317,0.15668624429023748
vitb16-tapt-nogram,224,cls,labelprop,1,456,18.937468225724455,0.1596888630699213
vitb16-tapt-nogram,224,cls,labelprop,1,789,19.34417895271988,0.1667635695246342
vitb16-tapt-nogram,224,cls,labelprop,1,999,19.750889679715304,0.1696155234000524
vitb16-tapt-nogram,224,cls,ptmap,1,42,25.190645653279102,0.2458289069935322
vitb16-tapt-nogram,224,cls,ptmap,1,123,24.046771733604473,0.23799436126615087
vitb16-tapt-nogram,224,cls,ptmap,1,456,24.097610574478903,0.23828817356891596
vitb16-tapt-nogram,224,cls,ptmap,1,789,25.26690391459075,0.2500578873780471
vitb16-tapt-nogram,224,cls,ptmap,1,999,25.39400101677682,0.2541488768282652
vitb16-tapt-nogram,224,cls,proto,3,42,40.569395017793596,0.381525341545406
vitb16-tapt-nogram,224,cls,proto,3,123,40.36180308422301,0.37935591395569845
vitb16-tapt-nogram,224,cls,proto,3,456,39.97627520759193,0.3770041927077138
vitb16-tapt-nogram,224,cls,proto,3,789,39.531435349940686,0.37396833397183793
vitb16-tapt-nogram,224,cls,proto,3,999,40.213523131672595,0.3780816588874232
vitb16-tapt-nogram,224,cls,knn,3,42,40.68801897983393,0.39469354140954627
vitb16-tapt-nogram,224,cls,knn,3,123,41.22182680901542,0.3982674558078215
vitb16-tapt-nogram,224,cls,knn,3,456,39.768683274021356,0.38572339273900613
vitb16-tapt-nogram,224,cls,knn,3,789,40.77698695136417,0.39338289324283104
vitb16-tapt-nogram,224,cls,knn,3,999,41.54804270462634,0.4022388563489006
vitb16-tapt-nogram,224,cls,lp,3,42,38.40450771055753,0.35467083869157434
vitb16-tapt-nogram,224,cls,lp,3,123,38.55278766310795,0.35971808110573744
vitb16-tapt-nogram,224,cls,lp,3,456,38.1079478054567,0.356778713279758
vitb16-tapt-nogram,224,cls,lp,3,789,38.70106761565836,0.35906075742608345
vitb16-tapt-nogram,224,cls,lp,3,999,37.90035587188612,0.35410774337999046
vitb16-tapt-nogram,224,cls,labelprop,3,42,22.95373665480427,0.19350654247946922
vitb16-tapt-nogram,224,cls,labelprop,3,123,21.204033214709373,0.17149868443767016
vitb16-tapt-nogram,224,cls,labelprop,3,456,21.88612099644128,0.17662269529084587
vitb16-tapt-nogram,224,cls,labelprop,3,789,21.945432977461447,0.18188208261356378
vitb16-tapt-nogram,224,cls,labelprop,3,999,20.61091340450771,0.17014174593448944
vitb16-tapt-nogram,224,cls,ptmap,3,42,42.052194543297745,0.41747230196009516
vitb16-tapt-nogram,224,cls,ptmap,3,123,40.984578884934756,0.40437021870485107
vitb16-tapt-nogram,224,cls,ptmap,3,456,41.69632265717675,0.41376459796949966
vitb16-tapt-nogram,224,cls,ptmap,3,789,41.637010676156585,0.41481841515310736
vitb16-tapt-nogram,224,cls,ptmap,3,999,41.31079478054567,0.40901808581757354
vitb16-tapt-nogram,224,cls,proto,5,42,48.612099644128115,0.4602886894669175
vitb16-tapt-nogram,224,cls,proto,5,123,47.72241992882562,0.45222925612791054
vitb16-tapt-nogram,224,cls,proto,5,456,47.046263345195726,0.45083047306732993
vitb16-tapt-nogram,224,cls,proto,5,789,48.00711743772242,0.4476624009886134
vitb16-tapt-nogram,224,cls,proto,5,999,47.40213523131673,0.450619779750395
vitb16-tapt-nogram,224,cls,knn,5,42,49.35943060498221,0.478740953140115
vitb16-tapt-nogram,224,cls,knn,5,123,51.56583629893239,0.5042213818493859
vitb16-tapt-nogram,224,cls,knn,5,456,50.355871886120994,0.491491105009391
vitb16-tapt-nogram,224,cls,knn,5,789,50.39145907473309,0.48544988921315646
vitb16-tapt-nogram,224,cls,knn,5,999,51.245551601423486,0.4972168381188892
vitb16-tapt-nogram,224,cls,lp,5,42,45.80071174377224,0.423574428383938
vitb16-tapt-nogram,224,cls,lp,5,123,45.40925266903915,0.4164842379218543
vitb16-tapt-nogram,224,cls,lp,5,456,45.16014234875445,0.4183823487999376
vitb16-tapt-nogram,224,cls,lp,5,789,45.90747330960854,0.41969336543784413
vitb16-tapt-nogram,224,cls,lp,5,999,45.088967971530245,0.415248500393173
vitb16-tapt-nogram,224,cls,labelprop,5,42,24.234875444839858,0.20401336181252047
vitb16-tapt-nogram,224,cls,labelprop,5,123,23.16725978647687,0.19022324582888636
vitb16-tapt-nogram,224,cls,labelprop,5,456,21.565836298932382,0.16765260878018776
vitb16-tapt-nogram,224,cls,labelprop,5,789,22.81138790035587,0.18431269510868376
vitb16-tapt-nogram,224,cls,labelprop,5,999,21.95729537366548,0.1719075615018888
vitb16-tapt-nogram,224,cls,ptmap,5,42,49.964412811387895,0.4949670545393915
vitb16-tapt-nogram,224,cls,ptmap,5,123,50.5338078291815,0.5020222724551205
vitb16-tapt-nogram,224,cls,ptmap,5,456,50.1423487544484,0.4996911225384689
vitb16-tapt-nogram,224,cls,ptmap,5,789,50.96085409252669,0.501036292486053
vitb16-tapt-nogram,224,cls,ptmap,5,999,48.754448398576514,0.4808028883380361
vitb16-tapt-nogram,224,cls,proto,10,42,56.93950177935944,0.5386944511832956
vitb16-tapt-nogram,224,cls,proto,10,123,55.017793594306056,0.5206229331967699
vitb16-tapt-nogram,224,cls,proto,10,456,57.93594306049822,0.5477152866236649
vitb16-tapt-nogram,224,cls,proto,10,789,57.722419928825616,0.5438705161282092
vitb16-tapt-nogram,224,cls,proto,10,999,55.943060498220646,0.5305636451122497
vitb16-tapt-nogram,224,cls,knn,10,42,64.98220640569396,0.6278827991723114
vitb16-tapt-nogram,224,cls,knn,10,123,64.48398576512456,0.6249146749094415
vitb16-tapt-nogram,224,cls,knn,10,456,66.19217081850533,0.6394062163268778
vitb16-tapt-nogram,224,cls,knn,10,789,64.69750889679715,0.6286966789635829
vitb16-tapt-nogram,224,cls,knn,10,999,64.83985765124555,0.6309196734463639
vitb16-tapt-nogram,224,cls,lp,10,42,55.871886120996436,0.5065956225476073
vitb16-tapt-nogram,224,cls,lp,10,123,52.811387900355875,0.48263924048412227
vitb16-tapt-nogram,224,cls,lp,10,456,56.15658362989324,0.5118753392562654
vitb16-tapt-nogram,224,cls,lp,10,789,54.73309608540925,0.4950292416005317
vitb16-tapt-nogram,224,cls,lp,10,999,54.87544483985766,0.5020130961566348
vitb16-tapt-nogram,224,cls,labelprop,10,42,23.772241992882563,0.1831843376025858
vitb16-tapt-nogram,224,cls,labelprop,10,123,24.41281138790036,0.19427417516473455
vitb16-tapt-nogram,224,cls,labelprop,10,456,22.491103202846972,0.1702556417514809
vitb16-tapt-nogram,224,cls,labelprop,10,789,23.060498220640568,0.1772820590884912
vitb16-tapt-nogram,224,cls,labelprop,10,999,21.85053380782918,0.16107938503598448
vitb16-tapt-nogram,224,cls,ptmap,10,42,59.430604982206404,0.5860396424453365
vitb16-tapt-nogram,224,cls,ptmap,10,123,58.43416370106762,0.5769248051276521
vitb16-tapt-nogram,224,cls,ptmap,10,456,60.213523131672595,0.593259528134973
vitb16-tapt-nogram,224,cls,ptmap,10,789,60.4270462633452,0.5946635854318499
vitb16-tapt-nogram,224,cls,ptmap,10,999,58.362989323843415,0.5759828743814509
vitb16-tapt-nogram,224_fliptta,cls,proto,1,42,27.30045754956787,0.26009783178365214
vitb16-tapt-nogram,224_fliptta,cls,proto,1,123,27.986781901372648,0.26839195217442996
vitb16-tapt-nogram,224_fliptta,cls,proto,1,456,27.910523640061008,0.2605573387241123
vitb16-tapt-nogram,224_fliptta,cls,proto,1,789,28.851042196237923,0.27384697524981916
vitb16-tapt-nogram,224_fliptta,cls,proto,1,999,29.13065582104728,0.2807519311833622
vitb16-tapt-nogram,224_fliptta,cls,knn,1,42,27.30045754956787,0.26009783178365214
