tag,res,feat,clf,k_shot,acc_mean,acc_std,f1_mean,f1_std
vitb16-official,224,cls,proto,1,33.05541433655313,0.5850885799225359,0.3224187015050252,0.006428231299370373
vitb16-official,224,cls,knn,1,33.05541433655313,0.5850885799225359,0.3224187015050252,0.006428231299370373
vitb16-official,224,cls,lp,1,33.82308083375699,1.1479056778705767,0.3227745170444769,0.011970093395237092
vitb16-official,224,cls,labelprop,1,24.2755465175394,1.3784030845284014,0.21508573966490582,0.015188791135868353
vitb16-official,224,cls,ptmap,1,36.09049313675648,0.8678787257178544,0.35369866387029014,0.007586382705230412
vitb16-official,224,cls,proto,3,50.77698695136418,0.8430859601766624,0.4939426020687615,0.008163206866997248
vitb16-official,224,cls,knn,3,50.63463819691577,0.6462012431774554,0.49716030898018493,0.006442188661187802
vitb16-official,224,cls,lp,3,46.66073546856465,0.446615672527086,0.43772736067704565,0.0019830807750511915
vitb16-official,224,cls,labelprop,3,27.95373665480427,0.3359121883664086,0.23760136669010637,0.0043449563719328375
vitb16-official,224,cls,ptmap,3,53.17319098457889,0.6167447907202063,0.5169715301023639,0.004297105024211224
vitb16-official,224,cls,proto,5,58.63345195729537,0.7199702519292561,0.5729681076701438,0.008050374891229
vitb16-official,224,cls,knn,5,59.90747330960854,0.4362879019580636,0.5888569196692649,0.003723113718989365
vitb16-official,224,cls,lp,5,52.67615658362989,0.9349344388697772,0.49075562074770246,0.009058980786497545
vitb16-official,224,cls,labelprop,5,30.256227758007118,1.4237988983337406,0.25857826873822426,0.016023402508128688
vitb16-official,224,cls,ptmap,5,59.33807829181495,0.5191340221725371,0.5758604039820764,0.004395305306067722
vitb16-official,224,cls,proto,10,64.37010676156584,0.7822708420802371,0.6290631975041873,0.009890943807071234
vitb16-official,224,cls,knn,10,73.11032028469751,0.8321621012420759,0.7189302643719643,0.010255350967389627
vitb16-official,224,cls,lp,10,58.36298932384342,0.9252669039145919,0.5400118579586078,0.010534474575982078
vitb16-official,224,cls,labelprop,10,30.676156583629894,1.1749163003002976,0.2556222934548261,0.011478445785279108
vitb16-official,224,cls,ptmap,10,64.8967971530249,0.516688723498411,0.6269662883112748,0.006027756775280945
vitb16-official,224_fliptta,cls,proto,1,33.472292831723436,0.38776074048202525,0.326714075738509,0.004155873804538112
vitb16-official,224_fliptta,cls,knn,1,33.472292831723436,0.38776074048202525,0.326714075738509,0.004155873804538112
vitb16-official,224_fliptta,cls,lp,1,34.22470767666498,0.8795633721973317,0.32635377556810236,0.009508419478409389
vitb16-official,224_fliptta,cls,labelprop,1,24.260294865277075,1.390374913906886,0.2095725584628286,0.013136012159009988
vitb16-official,224_fliptta,cls,ptmap,1,36.283680732079304,0.9297394097970472,0.3556731784912242,0.00969660418248412
vitb16-official,224_fliptta,cls,proto,3,51.52431791221827,0.9722462191053071,0.5013598889161598,0.007861673895653046
vitb16-official,224_fliptta,cls,knn,3,51.47686832740213,0.628888825293009,0.506304221762956,0.0068986684978413785
vitb16-official,224_fliptta,cls,lp,3,46.41755634638197,0.5521910393564946,0.4347692715158698,0.003912186504065566
vitb16-official,224_fliptta,cls,labelprop,3,27.811387900355875,0.8919997429116502,0.23268158609108255,0.009946262889484742
vitb16-official,224_fliptta,cls,ptmap,3,53.57651245551601,0.5530663337214221,0.5197034415221333,0.004376077308945693
vitb16-official,224_fliptta,cls,proto,5,58.76868327402135,0.9471140974896891,0.5750721066487069,0.010195482574650295
vitb16-official,224_fliptta,cls,knn,5,60.88256227758008,0.3941994023074155,0.5992511046752658,0.0048776379127343636
vitb16-official,224_fliptta,cls,lp,5,52.72597864768683,0.8438742244197242,0.49241741505700903,0.0075359131612935965
vitb16-official,224_fliptta,cls,labelprop,5,29.629893238434164,1.7303938830769987,0.2488407210414124,0.01598590025303507
vitb16-official,224_fliptta,cls,ptmap,5,59.800711743772254,0.7155591685503762,0.5811869968531549,0.006364981447033658
vitb16-official,224_fliptta,cls,proto,10,64.11387900355871,0.39436000504469826,0.6271476483787644,0.004274346461986237
vitb16-official,224_fliptta,cls,knn,10,73.83629893238434,0.6837928042405955,0.7255814617778193,0.007271871386925792
vitb16-official,224_fliptta,cls,lp,10,58.34875444839857,1.1099552278786013,0.5406254435941643,0.01498564454819631
vitb16-official,224_fliptta,cls,labelprop,10,30.434163701067614,1.3491252929174768,0.25042804760925186,0.011844107598816675
vitb16-official,224_fliptta,cls,ptmap,10,64.76868327402136,0.9442348157595438,0.6259990021547045,0.010378524088166098
vitb16-official,448,cls,proto,1,32.87747839349263,0.8602511755715441,0.3195954580141457,0.008026646180032432
